sale_id,sale_date,customer_id,product_id,quantity,unit_price,discount,region,sales_channel
S-00388,2024-04-12,C-0088,P-009,7,231.2,0.2,South,retail
S-00389,2024-02-11,C-0125,P-012,6,444.03,0.0,East,partner
S-00390,2024-01-03,C-0116,P-004,5,61.33,0.0,Central,online
S-00391,2024-02-15,C-0034,P-032,10,376.32,0.15,West,retail
S-00392,2024-07-15,C-0002,P-031,1,502.1,0.1,North,retail
S-00393,2024-04-07,C-0005,P-034,1,409.2,0.0,South,partner
S-00394,2024-06-08,C-0034,P-023,2,427.53,0.05,South,online
S-00395,2024-06-01,C-0075,P-003,8,289.48,0.25,East,retail
S-00396,2024-03-09,C-0088,P-044,8,100.69,0.0,South,retail
S-00397,2024-04-26,C-0058,P-002,3,296.41,0.0,Central,partner
S-00398,2024-03-04,C-0094,P-011,1,449.8,0.05,Central,partner
S-00399,2024-10-31,C-0013,P-004,2,67.11,0.0,North,partner
S-00400,2024-08-01,C-0114,P-008,7,232.75,0.05,West,partner
S-00401,2024-04-15,C-0178,P-010,1,221.92,0.0,Central,retail
S-00402,2024-11-06,C-0180,P-040,3,329.65,0.0,Central,partner
S-00403,2024-03-01,C-0073,P-040,2,354.17,,South,partner
S-00404,2024-05-14,C-0134,P-013,4,168.32,0.15,East,online
S-00405,2024-10-07,C-0128,P-003,4,287.28,0.2,East,online
S-00406,2024-01-07,C-0172,P-001,2,282.92,0.2,South,online
S-00407,2024-02-08,C-0186,P-033,2,376.75,0.0,West,retail
S-00408,2024-08-25,C-0013,P-017,2,295.63,0.0,East,retail
S-00409,2024-06-09,C-0110,P-044,2,95.22,0.0,North,online
S-00410,2024-11-27,C-0044,P-043,6,336.83,0.2,Central,retail
S-00411,2024-07-09,C-0088,P-006,3,256.86,0.15,West,retail
S-00412,2024-12-19,C-0123,P-025,7,214.13,0.0,North,online
S-00413,2024-01-31,C-0041,P-045,2,56.82,0.2,Central,partner
S-00414,2024-04-02,C-0157,P-029,7,332.87,0.0,South,retail
S-00415,2024-02-27,C-0106,P-903,8,346.75,0.05,East,online
S-00416,2024-09-25,C-0197,P-044,10,108.25,0.0,East,partner
S-00417,2024-12-18,C-0180,P-034,10,366.78,0.0,West,retail
S-00418,2024-12-12,C-0165,P-043,7,322.35,0.25,Central,online
S-00419,2024-11-25,C-0041,P-001,9,279.88,0.2,South,online
S-00420,2024-06-13,C-0062,P-032,6,417.24,0.0,Central,online
S-00421,2024-11-25,C-0097,P-036,7,303.21,0.0,West,retail
S-00422,2024-08-17,C-0023,P-037,8,43.62,0.0,West,partner
S-00423,2024-01-10,C-0027,P-042,7,464.6,0.25,Central,online
S-00424,2024-11-05,C-0159,P-006,5,300.08,0.25,South,partner
S-00425,2024-08-21,C-0088,P-043,6,369.27,0.0,West,retail
S-00426,2024-11-13,C-0154,P-036,8,297.49,0.1,West,online
S-00427,2024-12-03,C-0057,P-007,1,226.01,0.05,Central,partner
S-00428,2024-12-25,C-0028,P-024,1,491.84,0.2,South,partner
S-00429,2024-02-24,C-0066,P-027,10,326.73,0.0,West,online
S-00430,2024-04-07,C-0184,P-030,6,20.98,0.15,North,partner
S-00431,2024-10-28,C-0032,P-044,8,102.73,0.25,South,retail
S-00432,2024-09-28,C-0189,P-001,1,264.42,0.15,Central,retail
S-00433,2024-03-31,C-0178,P-033,10,325.78,0.0,North,retail
S-00434,2024-11-03,C-0156,P-043,6,347.0,0.15,West,partner
S-00435,2024-05-07,C-0071,P-045,7,63.15,0.05,West,online
S-00436,2024-07-30,C-0155,P-009,9,202.2,0.25,East,partner
S-00437,2024-11-19,C-0056,P-036,4,268.58,0.05,East,partner
S-00438,2024-12-29,C-0167,P-009,3,210.83,0.67,North,retail
S-00439,2024-09-02,C-0150,P-036,10,310.37,0.89,Central,retail
S-00440,2024-01-07,C-0134,P-028,2,386.38,0.0,North,partner
S-00441,2024-04-12,C-0069,P-004,3,71.41,0.05,South,online
S-00442,2024-05-31,C-0053,P-045,9,52.38,0.2,North,partner
S-00443,2024-10-14,C-0058,P-044,9,101.31,0.25,East,partner
S-00444,2024-01-25,C-0098,P-043,7,340.92,0.1,Central,online
S-00445,2024-05-08,C-0052,P-001,10,280.93,0.2,South,partner
S-00446,2024-07-07,C-0194,P-042,10,477.3,0.0,South,retail
S-00447,2024-03-31,C-0175,P-029,2,295.53,0.0,Central,online
S-00448,2024-01-21,C-0110,P-025,5,210.29,0.0,South,partner
S-00449,2024-01-03,C-0085,P-017,8,289.87,0.0,North,online
S-00450,2024-11-01,C-0014,P-021,10,209.57,0.05,West,partner
S-00451,2024-07-02,C-0019,P-036,6,286.58,0.0,Central,online
S-00452,2024-03-22,C-0107,P-033,9,351.11,0.0,East,online
S-00453,2024-12-05,C-0085,P-014,6,140.97,0.0,Central,partner
S-00454,2024-10-14,C-0193,P-031,1,460.3,0.1,West,online
S-00455,2024-11-10,C-0160,P-042,4,516.29,0.1,West,online
S-00456,2024-05-11,C-0139,P-025,5,188.17,0.25,East,partner
S-00457,2024-08-16,C-0125,P-033,1,334.34,0.0,East,partner
S-00458,2024-02-19,C-0043,P-006,9,280.21,0.0,South,partner
S-00459,2024-04-19,C-0176,P-041,7,363.27,0.0,Central,partner
S-00460,2024-11-27,C-0019,P-028,3,386.25,0.1,North,online
S-00461,2024-01-28,C-0046,P-005,5,360.48,0.0,East,retail
S-00462,2024-08-18,C-0162,P-025,7,205.15,0.0,West,partner
S-00463,2024-09-30,C-0002,P-008,10,229.71,0.0,North,retail
S-00464,2024-02-24,C-0075,P-033,5,355.96,0.05,West,retail
S-00465,2024-12-04,C-0008,P-026,8,364.93,0.0,South,partner
S-00466,2024-10-06,C-0076,P-026,3,376.03,0.1,North,partner
S-00467,2024-03-13,C-0032,P-036,1,256.9,0.15,Central,partner
S-00468,2024-06-05,C-0054,P-006,6,262.31,0.25,South,online
S-00469,2024-04-23,C-0158,P-012,5,406.24,0.0,Central,online
S-00470,2024-08-24,C-0166,P-036,9,260.79,0.0,East,online
S-00471,2024-10-24,C-0125,P-013,6,168.29,0.0,North,retail
S-00472,2024-02-05,C-0050,P-040,6,334.14,0.1,Central,partner
S-00473,2024-12-21,C-0150,P-020,3,26.96,0.1,East,retail
S-00474,2024-01-03,C-0081,P-011,4,487.68,0.15,East,retail
S-00475,2024-12-13,C-0188,P-009,6,226.59,0.2,West,retail
S-00476,2024-09-06,C-0142,P-902,2,24.88,0.0,East,online
S-00477,2024-04-10,C-0068,P-035,2,228.11,0.0,Central,partner
S-00478,2024-10-24,C-0149,P-002,7,331.52,0.0,North,partner
S-00479,2024-10-05,C-0139,P-017,8,286.76,0.0,East,retail
S-00480,2024-10-28,C-0188,P-015,5,270.67,0.25,Central,online
S-00481,2024-07-05,C-0129,P-026,1,404.61,0.0,Central,online
S-00482,2024-03-22,C-0046,P-029,10,343.56,0.0,West,retail
S-00483,2024-04-22,C-0195,P-003,8,262.01,0.05,East,online
S-00484,2024-12-08,C-0053,P-003,9,299.44,0.1,West,retail
S-00485,2024-01-24,C-0011,P-030,6,20.96,0.25,East,partner
S-00486,2024-10-23,C-0140,P-017,10,260.05,0.15,East,partner
S-00487,2024-02-09,C-0133,P-042,5,461.19,0.0,Central,retail
S-00488,2024-06-25,C-0125,P-023,8,471.61,0.0,Central,online
S-00489,2024-03-25,C-0059,P-029,2,316.19,0.05,South,online
S-00490,2024-03-21,C-0093,P-012,10,451.49,0.0,South,retail
S-00491,2024-02-28,C-0124,P-022,8,67.21,0.0,West,online
S-00492,2024-01-23,C-0033,P-016,10,230.21,0.0,Central,online
S-00493,2024-03-16,C-0015,P-037,3,41.96,0.0,Central,retail
S-00494,2024-10-15,C-0164,P-039,1,250.93,0.05,North,online
S-00495,2024-11-06,C-0121,P-029,8,294.5,0.15,Central,online
S-00496,2024-04-03,C-0160,P-038,9,239.51,0.1,West,partner
S-00497,2024-02-05,C-0059,P-038,7,245.59,0.0,North,online
S-00498,2024-09-15,C-0176,P-034,7,425.15,0.0,South,retail
S-00499,2024-11-03,C-0010,P-040,9,,0.0,North,retail
S-00500,2024-03-07,C-0155,P-043,9,-27.31,0.15,Central,retail
S-00501,2024-01-23,C-0179,P-024,9,449.2,0.2,West,retail
S-00502,2024-12-22,C-0148,P-038,2,247.6,0.05,West,online
S-00503,2024-05-25,C-0154,P-006,9,273.27,0.0,North,partner
S-00504,2024-10-22,C-0134,P-001,2,262.66,0.15,South,partner
S-00505,2024-07-28,C-0093,P-021,2,182.57,0.05,East,partner
S-00506,2024-10-16,C-0094,P-028,499,407.75,0.15,South,retail
S-00507,2024-10-12,C-0124,P-036,3,277.73,0.25,West,retail
S-00508,2024-10-22,C-0089,P-020,7,27.86,0.0,South,retail
S-00509,2024-03-23,C-0026,P-045,4,57.89,0.1,Central,partner
S-00510,2024-12-16,C-0181,P-045,1,53.87,0.0,North,online
S-00511,2024-11-03,C-0112,P-031,2,455.25,0.0,East,online
S-00512,2024-01-20,C-0186,P-039,7,253.36,0.15,Central,partner
S-00513,2024-05-26,C-0183,P-034,10,363.77,0.0,West,retail
S-00514,2024-04-13,C-0169,P-001,9,250.43,0.0,Central,partner
S-00515,2024-12-23,C-0060,P-034,10,372.71,0.0,East,online
S-00516,2024-01-01,C-0041,P-042,2,519.88,0.15,East,partner
S-00517,2024-07-26,C-0151,P-026,4,393.25,0.0,North,partner
S-00518,2024-10-13,C-0150,P-019,6,279.25,0.05,South,partner
S-00519,2024-08-20,C-0104,P-013,10,156.08,0.0,West,partner
S-00520,2024-10-13,C-0019,P-007,9,223.81,0.0,Central,retail
S-00521,2024-10-21,C-0065,P-035,8,238.53,0.2,South,retail
S-00522,2024-12-14,C-0118,P-030,10,24.42,0.2,North,retail
S-00523,2024-07-14,C-0163,P-005,4,368.95,0.0,East,retail
S-00524,2024-09-21,C-0138,P-023,1,455.3,0.05,South,retail
S-00525,2024-07-23,C-0173,P-006,6,254.76,0.0,West,retail
S-00526,2024-04-21,C-0147,P-023,5,409.95,0.0,West,partner
S-00527,2024-04-30,C-0189,P-013,4,186.15,0.0,South,online
S-00528,2024-11-12,C-0092,P-016,3,238.65,0.0,North,partner
S-00529,2024-09-09,C-0158,P-043,1,365.03,0.25,North,retail
S-00530,2024-11-13,C-0081,P-024,8,491.95,0.05,West,online
S-00531,2024-05-23,C-0102,P-033,4,365.97,0.0,North,partner
S-00532,2024-09-01,C-0139,P-028,1,427.12,0.15,South,retail
S-00533,2024-12-23,C-0133,P-008,8,242.42,0.0,North,partner
S-00534,2024-07-13,C-0149,P-014,2,139.95,0.05,South,partner
S-00535,2024-05-01,C-0069,P-017,8,303.71,0.1,East,online
S-00536,2024-08-05,C-0054,P-032,7,396.69,0.1,East,retail
S-00537,2024-08-18,C-0047,P-018,10,432.33,0.0,North,partner
S-00538,2024-04-30,C-0143,P-018,7,500.02,0.0,South,partner
S-00539,,C-0003,P-010,3,227.48,0.0,Central,partner
S-00540,2024-09-06,C-0077,P-021,5,198.55,0.0,West,online
S-00541,2024-03-24,C-0016,P-045,4,61.42,0.2,North,retail
S-00542,2024-05-13,C-0093,P-022,6,68.3,0.05,East,online
S-00543,2024-03-03,C-0090,P-027,10,326.94,0.25,South,retail
S-00544,2024-06-15,C-0173,P-023,9,436.63,0.2,North,retail
S-00545,2024-05-26,C-0119,P-040,-1,359.77,0.1,West,partner
S-00546,2024-10-19,C-0104,P-040,2,306.88,0.1,South,retail
S-00547,2024-11-30,C-0075,P-021,5,200.24,0.15,East,retail
S-00548,2024-10-27,C-0134,P-024,8,447.83,0.0,North,online
S-00549,2024-12-04,C-0065,P-016,2,212.96,0.15,North,online
S-00550,2024-08-30,C-0141,P-005,1,322.58,0.15,Central,online
S-00551,2024-05-14,C-0159,P-007,3,214.01,0.15,East,online
S-00552,2024-05-25,C-0114,P-016,3,209.37,0.0,North,online
S-00553,2024-07-01,C-0084,P-043,8,344.44,0.25,East,partner
S-00554,2024-03-10,C-0179,P-029,9,294.91,0.2,Central,retail
S-00555,2024-11-23,C-0164,P-034,9,383.9,0.1,West,partner
S-00556,2024-02-15,C-0114,P-015,5,284.22,0.05,South,retail
S-00557,2024-01-01,C-0134,P-001,3,253.46,0.2,Central,online
S-00558,2024-09-08,C-0194,P-045,8,55.47,0.15,East,partner
S-00559,2024-01-04,C-0141,P-015,6,273.87,0.25,West,retail
S-00560,2024-03-24,C-0184,P-016,7,240.89,0.0,East,online
S-00561,2024-11-16,C-0062,P-028,9,449.5,0.05,East,partner
S-00562,2024-05-17,C-0106,P-035,4,233.62,0.0,South,retail
S-00563,2024-11-22,C-0117,P-008,10,249.32,0.2,South,retail
S-00564,2024-03-18,C-0013,P-002,9,284.51,0.0,East,retail
S-00565,2024-08-12,C-0187,P-009,1,199.41,0.0,North,retail
S-00566,2024-06-24,C-0108,P-014,5,153.3,0.2,East,retail
S-00567,2024-01-17,C-0085,P-045,2,61.76,0.0,North,retail
S-00568,2024-02-06,C-0140,P-026,8,366.91,0.05,West,online
S-00569,2024-12-31,C-0064,P-008,7,265.35,0.2,South,partner
S-00570,2024-04-11,C-0118,P-003,2,278.03,0.0,West,retail
S-00571,2024-06-08,C-0083,P-044,3,106.29,0.0,Central,partner
S-00572,2024-05-09,C-0124,,5,236.53,0.0,South,online
S-00573,2024-11-20,C-0112,P-016,6,204.12,0.05,Central,online
S-00574,2024-05-04,C-0003,P-026,1,398.21,0.2,Central,online
S-00575,2024-02-15,C-0064,P-024,3,455.66,0.1,North,online
S-00576,2024-11-26,C-0040,P-023,9,463.24,0.0,West,online
S-00577,2024-10-12,C-0166,P-021,6,208.09,0.2,South,online
S-00578,2024-07-12,C-0092,P-045,3,54.91,0.0,West,partner
S-00579,2024-10-13,C-0076,P-029,9,327.69,0.0,Central,online
S-00580,2024-06-27,C-0083,P-035,8,208.39,0.25,South,online
S-00581,2024-03-20,C-0116,P-034,5,424.59,0.25,East,retail
S-00582,2024-11-22,C-0130,P-001,7,273.86,0.0,Central,retail
S-00583,2024-05-02,C-0083,P-040,2,345.7,0.25,West,online
S-00584,2024-12-15,C-0128,P-034,9,371.48,0.05,East,retail
S-00585,2024-06-13,C-0029,P-042,2,475.08,0.0,North,online
S-00586,2024-01-17,C-0052,P-012,2,431.42,0.0,North,partner
S-00587,2024-07-17,C-0169,P-042,8,475.33,0.05,North,retail
S-00588,2024-11-06,C-0184,P-015,2,263.62,0.0,West,online
S-00589,2024-11-23,C-0016,P-030,6,23.03,0.15,East,partner
S-00590,2024-11-11,C-0069,P-004,9,59.13,0.0,East,online
S-00591,2024-09-22,C-0025,P-014,2,151.54,0.25,West,online
S-00592,2024-09-26,C-0169,P-013,4,175.67,0.0,Central,partner
S-00593,2024-07-31,C-0192,P-036,2,300.32,0.1,West,partner
S-00594,2024-08-06,C-0027,P-043,3,366.99,0.25,West,partner
S-00595,2024-12-02,C-0041,P-022,9,74.22,0.2,East,retail
S-00596,2024-06-15,C-0096,P-036,7,300.2,0.15,East,partner
S-00597,2024-10-15,C-0140,P-016,4,220.39,0.25,East,retail
S-00598,2024-08-17,C-0102,P-029,1,329.54,0.05,Central,online
S-00599,2024-03-10,C-0078,P-034,1,383.15,0.0,South,retail
S-00600,2024-12-19,C-0071,P-002,9,315.29,0.0,North,online
S-00601,2024-07-01,C-0040,P-030,3,21.7,0.0,South,retail
S-00602,2024-02-17,C-0147,P-020,7,26.98,0.0,North,partner
S-00603,2024-09-04,C-0045,P-021,8,208.88,0.0,Central,partner
S-00604,2024-01-20,C-0188,P-020,10,25.98,0.0,East,retail
S-00605,2024-08-01,C-0031,P-028,4,448.06,0.0,West,online
S-00606,2024-09-25,C-0011,P-020,6,26.82,0.0,East,partner
S-00607,2024-04-23,C-0040,P-045,1,59.8,0.15,West,partner
S-00608,2024-09-15,C-0024,P-037,4,43.49,0.15,South,online
S-00609,2024-02-12,C-0122,P-022,10,70.8,0.25,West,retail
S-00610,2024-07-23,C-0129,P-006,7,293.6,0.0,South,retail
S-00611,2024-04-11,C-0125,P-036,7,293.81,0.0,Central,partner
S-00612,2024-05-06,C-0063,P-034,2,380.43,0.15,East,partner
S-00613,2024-02-15,C-0029,P-037,7,43.42,0.1,South,retail
S-00614,2024-10-31,C-0168,P-023,1,461.33,0.0,East,partner
S-00615,2024-11-15,C-0038,P-029,8,286.57,0.0,South,partner
S-00616,2024-03-20,C-0194,P-905,2,420.34,0.0,South,partner
S-00617,2024-05-27,C-0004,P-010,6,240.07,0.0,East,retail
S-00618,2024-01-12,C-0085,P-031,4,522.67,0.0,South,partner
S-00619,2024-05-12,C-0141,P-034,8,408.91,0.0,North,retail
S-00620,2024-12-05,C-0135,P-038,1,239.06,0.0,East,online
S-00621,2024-11-12,C-0070,P-045,1,57.39,0.0,North,retail
S-00622,2024-05-18,C-0170,P-043,6,-68.82,0.0,East,partner
S-00623,2024-04-28,C-0098,P-025,9,227.76,0.0,East,retail
S-00624,2024-09-29,C-0023,P-039,3,219.22,0.2,Central,partner
S-00625,2024-01-21,C-0064,P-002,9,302.31,0.2,West,partner
S-00626,2024-01-10,C-0089,P-011,6,447.98,0.05,South,partner
S-00627,2024-02-01,C-0161,P-018,5,502.11,0.0,Central,retail
S-00628,2024-03-18,C-0088,P-015,7,301.23,0.0,West,partner
S-00629,2024-11-09,C-0161,P-044,4,101.9,0.0,West,retail
S-00630,2024-06-17,C-0115,P-039,9,216.09,0.0,Central,partner
S-00631,2024-04-13,C-0036,P-044,5,107.52,0.25,South,retail
S-00632,2024-12-01,C-0145,P-010,3,222.67,0.25,Central,partner
S-00633,2024-04-04,C-0082,P-008,3,263.13,0.1,West,retail
S-00634,2024-08-14,C-0191,P-020,5,24.76,0.0,North,online
S-00635,2024-01-14,C-0196,P-012,10,442.81,0.0,Central,online
S-00636,2024-12-17,C-0007,P-015,6,267.5,0.2,South,partner
S-00637,2024-08-28,C-0183,P-039,6,218.53,0.15,West,retail
S-00638,2024-03-24,C-0050,P-009,4,190.96,0.0,East,retail
S-00639,2024-12-09,C-0052,P-015,4,266.72,0.2,Central,retail
S-00640,2024-06-15,C-0118,P-045,4,56.95,0.0,Central,partner
S-00641,2024-06-09,C-0101,P-025,10,226.2,0.25,Central,partner
S-00642,2024-09-23,C-0028,P-003,8,274.47,0.0,South,partner
S-00643,2024-07-21,C-0189,P-035,1,220.71,0.25,North,online
S-00644,2024-08-13,C-0102,P-019,5,303.81,0.05,West,online
S-00645,2024-05-30,C-0157,P-028,1,443.13,0.0,West,partner
S-00646,2024-02-16,C-0185,P-029,9,290.88,0.25,South,retail
S-00647,2024-06-14,C-0116,P-027,1,325.55,0.0,West,online
S-00648,2024-06-14,C-0178,P-017,3,290.35,0.0,North,online
S-00649,2024-11-20,C-0093,P-029,2,316.77,0.15,Central,partner
S-00650,2024-07-12,C-0141,P-011,7,419.24,0.0,East,partner
S-00651,2024-03-17,C-0042,P-043,3,324.44,0.0,West,retail
S-00652,2024-08-16,C-0074,P-020,3,24.57,0.0,South,online
S-00653,2024-05-09,C-0004,P-040,8,334.93,0.2,Central,online
S-00654,2024-09-09,C-0061,P-039,4,237.42,0.2,West,retail
S-00655,2024-02-10,C-0154,P-029,10,-38.78,0.25,East,partner
S-00656,2024-10-12,C-0054,P-041,1,318.96,0.0,East,online
S-00657,2024-01-17,C-0171,P-010,10,246.73,0.05,East,online
S-00658,2024-02-25,C-0107,P-004,3,60.7,0.05,Central,partner
S-00659,2024-12-24,C-0153,P-045,10,61.11,0.0,West,partner
S-00660,2024-07-03,C-0010,P-038,2,264.85,0.1,East,retail
S-00661,2024-08-06,C-0141,P-005,2,341.58,0.0,North,partner
S-00662,2024-06-17,C-0135,P-018,7,469.06,0.0,Central,online
S-00663,2024-10-19,C-0187,P-007,9,256.16,0.2,Central,partner
S-00664,2024-08-06,C-0156,P-019,6,274.19,0.1,South,partner
S-00665,2024-09-11,C-0134,P-037,8,44.02,0.0,Central,online
S-00666,2024-04-09,C-0001,P-019,2,260.62,0.0,South,partner
S-00667,2024-07-30,C-0012,P-027,6,337.43,0.0,North,partner
S-00668,2024-12-19,C-0073,P-013,5,183.29,0.05,East,partner
S-00669,2024-06-14,C-0197,P-036,1,263.11,0.1,East,retail
S-00670,2024-11-11,C-0008,P-037,3,41.39,0.1,West,retail
S-00671,2024-11-26,C-0035,P-003,8,257.78,0.2,Central,retail
S-00672,2024-07-30,C-0191,P-030,1,24.3,0.05,Central,partner
S-00673,2024-06-10,C-0143,P-044,9,93.64,0.1,East,online
S-00674,2024-05-23,C-0008,P-010,6,253.46,0.25,South,partner
S-00675,2024-07-18,C-0048,P-039,10,215.39,0.05,East,partner
S-00676,2024-05-19,C-0106,P-003,2,276.7,0.0,East,retail
S-00677,2024-04-20,C-0135,P-020,5,24.88,0.1,North,online
S-00678,2024-08-15,C-0130,P-006,1,295.01,0.25,South,online
S-00679,2024-09-04,C-0188,P-022,9,64.93,0.1,South,online
S-00680,2024-12-12,C-0034,P-034,4,417.01,0.2,West,partner
S-00681,2024-02-29,C-0002,P-034,5,433.6,0.0,East,retail
S-00682,2024-02-22,C-0134,P-003,5,250.42,0.05,South,retail
S-00683,2024-04-08,C-0074,P-013,5,174.36,0.2,North,retail
S-00684,2024-03-21,C-0071,P-010,2,208.7,0.25,Central,online
S-00685,2024-10-04,C-0090,P-014,9,139.75,0.0,East,partner
S-00686,2024-03-28,C-0019,P-016,5,231.16,0.1,Central,retail
S-00687,2024-03-07,C-0008,P-004,8,70.36,0.0,North,retail
S-00688,2024-02-14,C-0110,P-004,7,60.93,0.2,Central,retail
S-00689,2024-06-19,C-0051,P-020,9,24.37,0.2,Central,online
S-00690,2024-12-23,C-0120,P-006,2,275.89,0.2,West,online
S-00691,2024-03-14,C-0158,P-015,5,316.18,0.15,South,partner
S-00692,2024-06-18,C-0084,P-043,8,345.84,0.0,West,online
S-00693,2024-09-02,C-0119,P-023,3,418.66,0.1,Central,partner
S-00694,2024-09-17,C-0027,P-009,7,224.05,0.0,East,partner
S-00695,2024-02-06,C-0078,P-042,9,469.2,0.15,South,partner
S-00696,2024-10-07,C-0041,P-016,8,220.79,0.1,South,partner
S-00697,2024-08-08,C-0112,P-038,10,265.79,0.25,South,online
S-00698,2024-12-08,C-0020,P-043,10,370.06,0.0,Central,partner
S-00699,2024-06-15,C-0143,P-030,2,24.24,0.0,East,retail
S-00700,2024-11-02,C-0028,P-005,10,375.68,0.15,East,retail
S-00701,2024-12-04,C-0016,P-042,2,446.18,0.0,Central,partner
S-00702,2024-03-16,C-0170,P-001,3,259.17,0.05,West,partner
S-00703,2024-08-16,C-0051,P-037,4,45.69,0.1,East,partner
S-00704,2024-06-04,C-0112,P-044,6,113.77,0.0,Central,partner
S-00705,2024-03-06,C-0076,P-026,1,381.61,0.25,North,online
S-00706,2024-07-02,C-0029,P-036,5,305.98,0.0,West,partner
S-00707,2024-07-20,C-0161,P-038,6,262.0,0.15,West,retail
S-00708,2024-04-18,C-0170,P-035,3,217.09,0.0,Central,retail
S-00709,2024-08-01,C-0040,P-024,5,501.01,0.0,South,online
S-00710,2024-11-27,C-0005,P-005,3,372.11,0.2,West,online
S-00711,2024-03-11,C-0165,P-006,7,298.41,0.15,Central,online
S-00712,2024-09-17,C-0109,P-030,9,24.23,0.15,East,online
S-00713,2024-08-05,C-0155,P-012,1,439.43,0.0,Central,retail
S-00714,2024-10-06,C-0148,P-027,6,315.43,0.0,Central,retail
S-00715,2024-02-27,C-0149,P-024,8,497.75,0.0,South,partner
S-00716,2024-05-23,C-0120,P-034,9,365.43,0.0,South,retail
S-00717,2024-12-05,C-0172,P-041,2,352.95,0.25,Central,retail
S-00718,2024-01-28,C-0088,P-040,9,353.76,0.2,West,partner
S-00719,2024-10-20,C-0188,P-031,6,490.85,0.05,East,online
S-00720,2024-12-21,C-0153,P-003,5,289.43,0.05,North,partner
S-00721,2024-10-23,C-0044,P-031,10,454.01,0.05,Central,online
S-00722,2024-09-05,C-0022,P-019,3,288.36,0.05,East,online
S-00723,2024-05-23,C-0071,P-040,5,302.53,0.0,Central,online
S-00724,2024-03-18,C-0169,P-038,8,244.8,0.0,East,partner
S-00725,2024-09-05,C-0047,P-016,9,242.41,0.1,North,online
S-01718,2024-07-21,C-0044,P-013,3,177.06,0.0,East,partner
S-00726,2024-03-19,C-0127,P-039,7,245.88,0.0,West,partner
S-00727,2024-03-26,C-0054,P-041,10,356.38,0.1,North,partner
S-00728,2024-02-29,C-0014,P-017,3,276.2,0.2,East,retail
S-00729,2024-04-29,C-0098,P-035,7,217.08,0.0,Central,retail
S-00730,2024-05-27,C-0115,P-001,7,270.97,0.25,North,online
S-00731,2024-11-22,C-0091,P-035,7,223.01,0.05,East,retail
S-00732,2024-02-20,C-0066,P-018,10,456.6,0.0,Central,online
S-00733,2024-06-21,C-0174,P-034,,384.19,0.0,North,online
S-00734,2024-07-29,C-0026,P-001,9,240.9,0.2,East,online
S-00735,2024-05-08,C-0050,P-019,1,260.6,0.0,North,partner
S-00736,2024-04-21,C-0154,P-043,2,361.14,0.0,North,partner
S-00737,2024-07-11,C-0169,P-009,10,223.45,0.0,North,partner
S-00738,2024-05-09,C-0076,P-012,8,446.58,0.0,West,retail
S-00739,2024-12-20,C-0171,P-028,6,406.19,0.0,East,online
S-00740,2024-07-17,C-0086,P-025,1,197.89,0.05,South,retail
S-00741,2024-09-08,C-0052,P-005,10,348.69,0.2,North,online
S-00742,2024-08-08,C-0056,P-035,10,224.44,0.2,East,online
S-00743,2024-02-07,C-0019,P-003,10,289.46,0.2,North,retail
S-00744,2024-11-30,C-0164,P-010,1,251.12,0.15,East,online
S-00745,2024-06-17,C-0101,P-045,10,52.05,0.2,West,retail
S-00746,2024-02-05,C-0139,P-026,4,352.93,0.2,North,partner
S-00747,2024-07-02,C-0086,P-035,5,213.85,0.0,East,partner
S-00748,2024-02-11,C-0118,P-022,5,69.48,0.0,Central,online
S-00749,2024-12-04,C-0049,P-025,5,216.09,0.0,East,retail
S-00750,2024-11-19,C-0113,P-006,4,258.31,0.0,North,partner
S-00751,02.05.2024,C-0126,P-038,7,229.38,0.25,East,retail
S-00752,2024-08-18,C-0005,P-035,1,211.18,0.1,North,retail
S-00753,2024-04-18,C-0168,P-008,9,249.6,0.25,South,partner
S-00754,2024-04-29,C-0019,P-038,1,263.19,0.2,North,retail
S-00755,2024-01-24,,P-040,3,302.54,0.0,East,online
S-00756,2024-11-08,C-0044,P-030,10,20.78,0.0,North,retail
S-00757,2024-11-11,C-0057,P-039,2,247.47,0.15,East,partner
S-00758,2024-07-24,C-0084,P-044,2,113.47,0.25,South,retail
S-00759,2024-01-24,C-0152,P-014,3,140.24,0.0,East,online
S-00760,2024-03-27,C-0179,P-027,6,351.61,0.2,South,partner
S-00761,2024-03-09,C-0026,P-003,10,270.0,0.0,North,retail
S-00762,2024-01-04,C-0002,P-049,3,302.08,0.05,West,partner
S-00763,2024-12-20,C-0033,P-031,4,463.13,0.05,Central,retail
S-00461,2024-01-28,C-0046,P-005,5,360.48,0.0,East,retail
S-00764,2024-05-02,C-0045,P-027,10,361.23,0.0,West,partner
S-00765,2024-11-17,C-9900,P-006,6,273.84,0.25,South,online
S-00766,2024-09-28,C-0025,P-008,10,244.75,0.25,Central,online
S-00767,2024-11-16,C-0169,P-030,4,21.75,0.0,North,online
S-00768,2024-08-30,C-0128,P-044,3,96.56,0.0,North,partner
S-00769,2024-05-25,C-0054,P-024,7,433.01,0.2,North,online
S-00770,2024-10-02,C-0046,P-004,3,68.83,0.2,Central,online
S-00771,2024-04-30,C-0185,P-005,8,362.95,0.1,West,online
S-00772,2024-06-15,C-0059,P-044,2,100.01,0.0,South,partner
S-00773,2024-04-12,C-0097,P-027,4,318.22,0.2,North,retail
S-00774,2024-04-20,C-0157,P-010,8,216.23,0.1,South,retail
